,name,latitude,longitude,count
1960,Sena,-18.0,35.25,2
1961,Songe,-6.833333333,22.0,1
1962,Ternate,0.833333333,127.25,1
1963,Vili,-5.5,14.0,4
1964,Zenaga,17.33333333,-16.0,3
1965,Arrernte (Western),-24.0,132.5,6
1966,Mentawai,-1.5,99.0,6
1967,Mundani,5.666666667,9.916666667000001,5
1968,Yansi,-3.833333333,18.0,4
1969,Buin,-6.75,155.75,5
1970,Bujeba,3.0,10.16666667,2
1971,Carapana,0.833333333,-70.75,3
1972,Djinang,-12.33333333,134.83333330000002,5
1973,Elseng,-3.0,140.5,1
1974,Luyia,0.41666666700000005,34.5,2
1975,Mambwe,-9.083333332999999,31.16666667,4
1976,Mehek,-3.75,142.5,1
1977,Miri (Hill):,27.91666667,93.83333333,2
1978,Ngan'gityemerri,-14.25,130.4166667,2
1979,Nyiha,-10.0,33.0,3
1980,Panará,-10.0,-55.0,4
1981,Yi (Wuding-Luquan),25.5,102.5,7
1982,Yurimangí,3.833333333,-77.0,2
1983,Amarakaeri,-12.5,-70.5,1
1984,Dhivehi,4.166666667,73.5,7
1985,Kabatei,36.75,49.41666667,3
1986,Koluri,37.0,48.0,3
1987,Mixe (Ayutla),17.08333333,-96.08333333,5
1988,Piapoco,4.0,-69.5,1
1989,Secoya,-0.333333333,-76.0,1
1990,Talysh (Southern),37.0,49.0,3
1991,Djambarrpuyngu,-12.16666667,135.5,7
1992,Bakundu,4.833333333,9.333333332999999,3
1993,Bugun,27.5,92.58333333,5
1994,Ho,22.0,86.0,3
1995,Lungchang,27.5,96.41666667,3
1996,Sulung,28.33333333,93.25,3
1997,Bori,28.33333333,94.75,2
1998,Gutob,19.0,83.66666667,1
1999,Jugli,27.5,96.33333333,1
2000,Raji,28.0,82.75,1
2001,Tsonga,-24.0,32.0,6
2002,Bilinarra,-16.0,131.6666667,1
2003,Dhargari,-23.75,114.91666670000001,1
2004,Bila,1.0,28.75,7
2005,Fulfulde (Nigerian),10.25,11.25,7
2006,Huitoto (Muinane),-2.416666667,-71.0,2
2007,Kunming,25.0,102.75,4
2008,Walmatjari,-19.5,125.75,5
2009,Dii,8.0,14.0,1
2010,Lyele,12.5,-2.666666667,1
2011,Nomatsiguenga,-11.66666667,-74.5,1
2012,Ojibwe (Minnesota),47.66666667,-92.5,1
2013,Quechua (Bolivian),-20.0,-66.0,1
2014,Quechua (Cuzco),-14.5,-71.0,2
2015,Warrongo,-18.0,145.0,1
2016,Waurá,-13.0,-53.0,1
2017,Godié,5.416666667,-5.833333333,4
2018,Taiap,-4.083333333,144.5,2
2019,Yazgulyam,38.5,71.5,4
2020,Yaruro,7.0,-68.0,3
2021,Karadjeri,-19.0,122.0,5
2022,Miriwung,-15.66666667,129.0,5
2023,Banggai,-1.4166666669999999,123.16666670000001,1
2024,Pamona,-1.75,120.83333329999999,3
2025,Tupi,-6.0,-36.0,3
2026,Abaza,44.0,42.0,3
2027,Haitian Creole,19.0,-72.5,2
2028,Kickapoo,42.25,-84.0,2
2029,Koranko,9.333333332999999,-11.25,2
2030,Lonwolwol,-16.21666667,168.0,2
2031,Nambas (Big),-16.08333333,167.2,3
2032,Palor,14.83333333,-16.75,3
2033,Papiamentu,12.25,-69.0,2
2034,Patpatar,-3.766666667,152.5,3
2035,Seychelles Creole,-4.75,55.5,2
2036,Sranan,5.833333333,-55.33333333,2
2037,Yavapai,34.0,-113.33333329999999,1
2038,Burji,5.5,37.83333333,3
2039,Daba,10.16666667,13.75,2
2040,Ghulfan,12.0,31.0,1
2041,Gurenne,10.83333333,-0.916666667,1
2042,Roti,-10.66666667,123.25,2
2043,Ewe (Anglo),6.0,1.0,1
2044,Gidar,10.0,14.0,1
2045,Koorete,5.833333333,37.83333333,1
2046,Karao,16.5,120.83333329999999,1
2047,Berbice Dutch Creole,5.333333333,-58.0,2
2048,Nigerian Pidgin,6.5,3.333333333,3
2049,Yupik (Naukan),66.0,-172.0,4
2050,Waigali,35.0,71.25,1
2051,Comorian,-12.0,44.0,1
2052,Kumyk,43.0,47.33333333,1
2053,Lesser Antillean French Creole,15.0,-61.16666667,1
2054,Moldavian,47.0,29.0,1
2055,Oromo (West-Central),9.0,37.0,1
2056,Romani (Sepecides),38.25,27.0,1
2057,Shinassha,10.41666667,36.16666667,1
2058,Yemsa,7.833333333,37.33333333,1
2059,Bachamal,-13.16666667,130.1666667,4
2060,Dharawal,-34.5,150.5,4
2061,Garus,-4.95,145.66666669999998,4
2062,Guarijío,27.75,-108.66666670000001,4
2063,Nyangumarda,-20.0,121.0,4
2064,Tangbe,28.91666667,83.75,4
2065,Boiken,-3.5,143.5,2
2066,Bargam,-4.883333333,145.75,2
2067,Enya,-0.5,25.25,2
2068,Tati (Southern),36.0,49.66666667,2
2069,Achuar,-2.66667,-76.0,1
2070,Asuriní,-3.5,-49.5,1
2071,Lengua,-22.5,-59.0,1
2072,Shira Yughur,38.0,99.0,1
2073,Subiya,-17.75,24.91666667,1
2074,Wai Wai,1.0,-59.0,1
